iteration,operator,destroy_operator,repair_operator,accepted,temperature,route_count,current_route_count,hard_violations,weighted_tardiness,makespan_s,energy_kwh,current_hard_violations,current_weighted_tardiness,current_makespan_s,current_energy_kwh,destroy_weights,repair_weights
104,alns,random_routes,greedy,False,558946.6207822175,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,899740.8822347645,13376.371696864764,71.1221103857909,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
105,alns,related_routes,greedy,True,553357.1545743953,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
106,alns,worst_routes,greedy,False,547823.5830286513,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
107,alns,worst_routes,greedy,False,542345.3471983648,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
108,alns,worst_routes,greedy,False,536921.8937263811,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
109,alns,worst_routes,regret2,False,531552.6747891173,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
110,alns,worst_routes,greedy,False,526237.1480412261,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.153,related_routes=0.124,worst_routes=0.107","greedy=0.167,regret2=0.112"
111,alns,random_routes,greedy,False,520974.7765608138,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
112,alns,worst_routes,regret2,False,515765.0287952057,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
113,alns,related_routes,greedy,False,510607.37850725366,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
114,alns,worst_routes,regret2,False,505501.3047221811,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
115,alns,related_routes,greedy,False,500446.2916749593,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
116,alns,related_routes,regret2,False,495441.8287582097,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
117,alns,random_routes,greedy,False,490487.4104706276,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
118,alns,related_routes,regret2,False,485582.5363659213,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
119,alns,related_routes,greedy,False,480726.7110022621,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
120,alns,random_routes,greedy,False,475919.4438922395,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.122,related_routes=0.699,worst_routes=0.100","greedy=0.209,regret2=0.100"
121,alns,random_routes,greedy,False,471160.2494533171,21,16,0,186162.1244996922,11420.94204181823,73.38751908596429,0,869639.496346074,13893.809991754706,75.16927717404283,"random_routes=0.100,related_routes=0.559,worst_routes=0.100","greedy=0.167,regret2=0.100"
